etb_min,etb_max,etb_mean,etb_median,etb_std,aeti_mean,pcp_mean,year,wpb_min,wpb_max,wpb_mean,wpb_median,wpb_std,tbp_mean
0.0,6763.1201171875,805.4075546527528,94.42431640625,1122.6036128596581,1331.1629638671875,2533.091796875,2018,0.0,15646.408203125,4.010718469317495,0.29528623819351196,183.6123848456981,528.1172485351562
0.0,5681.810546875,210.29822587655084,0.0,584.5277740967433,1422.6695556640625,2619.6748046875,2019,0.0,314.428955078125,2.566277606159712,0.5988976955413818,13.432102469622928,613.1299438476562
0.0,7060.451171875,1370.2114615328042,1102.990234375,1324.3549073680358,1391.0650634765625,1803.6798095703125,2020,0.0,1362.498779296875,0.8743979921375504,0.284189373254776,13.621014457613963,580.0153198242188
0.0,8091.2294921875,1789.2746728556826,1604.646484375,1437.670218353064,1233.64208984375,1436.0738525390625,2021,0.0,259.2773742675781,0.5495480963480457,0.21563449501991272,4.294921131941306,504.370849609375
0.0,8607.203125,2498.719644218044,2264.1591796875,1676.7055835373444,1263.5450439453125,1323.829345703125,2022,0.0,10121.8369140625,1.1585109486960241,0.1644771471619606,88.0243790112569,519.6895141601562
0.0,7737.9091796875,911.9709628194825,373.35791015625,1175.8589149155807,1040.3895263671875,1822.7071533203125,2023,0.0,2104.751220703125,1.6690789189566901,0.3487439751625061,26.97998163318213,426.7447814941406
