"Data Source","World Development Indicators",

"Last Updated Date","2025-12-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Kuwait","KWT","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113922693.400525","124244762.181498","119993802.517892","115830369.213403","128771578.273081","133984456.499061","155861772.128785","197095230.887685","217776465.377233","240583644.384119","243493150.684932","240199051.610057","244534048.287558","235838528.724686","277985301.527182","521368570.900222","675979270.16186","626352932.884659","618606141.281926","732961744.765352","616159770.232713","567374348.191145","633720661.700775","618233450.253504","521780063.359802","551148378.090402","701735442.454096","738522864.925264","775215736.089552","789889615.774855",
"Latin America & Caribbean (excluding high income)","LAC","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","77167140124.8118","57914858104.658","62302404973.2453","69782771210.9705","65795200803.0212","66946196283.8227","67752851506.4966","77625984129.8568","80878699134.5391","82113178070.7762","84254277042.1977","86356567009.2879","91996603557.3823","117396067060.21","105107544294.88","112556461288.169","117974574754.821","116424893040.752","95803971564.1552","97667294122.3187","92652655460.1157","91064920546.8282","99835886314.3031","108366887746.829","119234701089.402","131939650997.578","160946451532.019","190608070236.238","172482127253.121","213104921480.478","254026634983.019","239715987627.042","255289497899.571","255372058317.403","214943372256.671","230383937468.112","244101347689.9","228552894180.582","224742126531.581","228460921174.699","282662118722.655","310214662471.444","345520529562.668","344473953953.967",
"Lao PDR","LAO","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339111597.797655","402215838.646557","451945261.50866","526974458.998994","576467547.438581","680500455.501832","744674994.842734","758804915.20271","905872926.316291","434476556.78854","499043941.932673","582206240.80985","578041179.263348","586990203.947499","649206187.552301","722256593.808453","774030046.394581","923518130.751753","1089072907.21328","1316755900.97589","1412659047.86873","1611480296.62797","1819256580.03346","1890618734.74851","2148656923.8343","2370184948.53659","2537277069.48393","2741752147.45808","2765486192.68106","2849904291.02965","3007923663.9572","3101202233.28245","3025089182.61344","2300035454.08356","2556935907.95473","2767852768.7846",
"Lebanon","LBN","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","620741050.354146","796275331.256938","846476876.79776","1056187073.72524","1050040497.79307","1077697692.86478","1076616915.42289","1034825870.64677","1084577114.42786","1101824212.27197","808498046.434494","769526193.897181","984356739.104478","1214744538.37479","1316724243.11774","1398592240.53068","1484688069.25373","1519071310.11609","1657025964.84245","1854295201.59204","1934777098.70647","1640010619.23715","1394863553.83085","1481016184.21227","1774360705.93698","1635444374.19562","976178589.750542","323885491.731178","249720238.74913","194050904.133849","",
"Liberia","LBR","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","664891500","693394300","732722700","540358100","583475200","626650600","714123700","900662600","1124913000","1026072000","895104600","1062326000","1304039100","1255945200","1177333400","1110235200","1220668600","1218707500","1214965000","1209566400","1247972600","1297000000","1448500900","1517000000","1598000000",
"Libya","LBY","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1062047244.09449","1074843750","1107153846.15385","1188105947.40845","912017004.016529","1048671637.7129","1199775736.7424","1312289894.01165","1356500569.55026","1472856311.96126","1680167398.50673","1820094802.82962","2017601355.54644","2136894462.10207","2301834980.49798","2602201145.0546","2806807783.6314","1414188031.86525","2027277237.81151","679437602.795483","729321871.737471","800365103.410991","809774744.795754",
"St. Lucia","LCA","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37801333.3333333","38941481.4814815","51611259.2592593","51135888.8888889","39885185.1851852","36785185.1851852","37859259.2592593","43566666.6666667","38777777.7777778","38911111.1111111","38811111.1111111","31211111.1111111","33570370.3703704","36255555.5555556","29700000","32007407.4074074","35570370.3703704","27344444.4444444","28796296.2962963",
"Latin America & Caribbean","LCN","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","85610596180.1743","65547024089.5713","70284395314.0905","76704889013.9218","73217489118.9194","75444258021.5299","75720042079.3712","86844156559.6802","89140186700.533","90529054950.7634","93884371994.4991","97351888472.247","102788413175.399","128699633966.195","118843208414.879","124080325076.353","131045342621.593","130589766547.999","108702501594.131","110728028001.102","105048983223.156","101748042788.708","111189241525.255","121442156425.987","134659379738.82","150707324850.762","182645162904.533","217898987514.652","205158018590.29","250565697327.9","289175996854.896","278041163909.589","294075533381.935","300457009245.1","288823577129.233","310103290125.308","328467123066.684","308990199585.92","303819596333.308","307285379179.263","376544602126.741","409773163161.969","456482063476.032","458185908160.801",
"Least developed countries: UN classification","LDC","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68457066552.3683","78510065412.0258","56045485760.9984","56191629175.7032","54291845040.6072","55495454425.2895","53948095163.5964","58517563359.9369","57585259016.247","55895789953.2974","59728798538.0055","56021252461.2138","58423861140.1124","65223468691.8076","70999657689.3646","82501073689.6902","91317393664.098","111532109095.731","137838373816.073","145332879403.962","156812539534.314","165814598939.49","177194596946.259","185784639891.561","199349400166.296","195002591630.974","195102314292.693","207204825421.675","211973772729.341","221911930729.418","236670516677.394","248657509431.09","272768783014.947","284618342825.92","298269914689.166",
"Low income","LIC","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42557061254.5671","50045571796.2911","29302234512.4107","31599380948.3876","31247371796.6538","28979036033.9524","26467627566.6134","29017150549.4875","30249647226.3403","27793018158.0082","31633684209.9648","29948988253.264","33398847638.9197","36485896778.1437","39197797387.3578","47192393349.9351","53520302207.8545","65752061132.3285","78247830140.8248","81473611906.6193","85630415806.0852","88037634615.5134","86404712338.8519","84954889958.5279","91406883893.8245","87974258415.4143","77901014207.4443","82798482030.5486","86660950055.4669","89359820313.7551","86788630602.2362","87532076920.9727","99774701196.3139","112936816695.969","119985943823.443",
"Liechtenstein","LIE","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7205239.73151856","8733695.40932596","9305816.74903848","8955749.54089205","13527302.783642","12803032.458423","12672386.3464987","","",
"Sri Lanka","LKA","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","452628709.243698","475327540.546219","445915395.26749","401354271.092437","405529192.268908","485122994.537815","502368228.571429","559275604.320988","569726904.537815","576361745.882353","660643350.420168","652127438.111299","682889314.40536","795661200.15625","1198513211.12782","1162011206.70471","1052996951.12961","1271487722.77339","841415724.279308","916395653.050739","1119568807.6225","1234740284.15584","1268465275.78087","1471615363.8334","1743934672.40566","1677404511.81885","1758550355.78158","1824384640.65897","1862082394.49859","1813614001.80305","2143485925.08737","2438015566.83587","2534655740.36048","2572336206.53974","2809159625.65763","3015088050.73171","3132420047.04179","3312463907.44194","3342925531.4197","3245318936.86297","3254292790.54668","3160440916.51746","2361305261.34225","2498154786.57273","2591866785.25546","2884636815.9204","3205877650.54341","3779531556.44981","5447184549.4742","5339033090.34913","5305597462.61602","6459028532.73699","5572578355.58147","6101990987.28804","6668889924.56115","6991818029.75809","6390327595.14313","7012283286.11652","7170705615.29097","6457965688.71717","6958800882.38926","7784080848.39921","6263567408.25539","6801026293.12982","8213633487.85605",
"Lower middle income","LMC","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","36195049887.9424","38190067810.646","37593904415.4387","42452821550.9643","48921452071.1978","50870556940.6362","45037194174.9606","50741751821.3523","53371471065.8945","58130278700.2638","60350519726.5547","62110570124.5006","64826025593.5449","79426370965.4788","92553240529.3869","98440101405.1695","91235663780.7417","106348675349.924","120386471519.198","131838261612.521","152668334158.532","156113612189.54","155573719745.652","154226927469.66","150092989863.893","154680882055.71","157505544830.863","175452066439.126","184109553321.995","173004300639.484","186550935462.172","177230788576.731","178694349424.803","177121505986.012","200944478680.904","228998854419.681","263839984355.203","272626383575.442","277552508012.647","237328217127.747","239165028899.746","240833470024.838","251188335896.525","282467067759.851","302985418243.917","341155170458.382","384956413666.348","465979999072.031","523121509790.451","547061279587.678","651322613033.136","728058478995.298","744309666615.777","781499187163.713","830235623426.534","820197304121.223","846950541294.084","908263752789.758","925064787105.012","980152197732.569","1032139537338.99","1128735803940.6","1160934716268.03","1163333442352.97","1212184459725.88",
"Low & middle income","LMY","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","85391488252.5555","95280522034.9002","96704834486.987","107430439585.624","120008982825.398","129699006137.881","128036112031.142","135713255565.297","140367774136.361","149130089220.229","156301480095.552","161944164078.851","175417977028.851","219311420436.561","257400911611.821","275636234881.339","270874598760.211","300700946199.428","315529783903.557","362923381022.555","390623433245.068","415154680130.613","398258300763.409","412749759203.457","430377614668.265","438735164736.054","449140908628.245","454849367475.425","491981069258.454","502543481820.622","548642728985.093","523957067341.575","509202088116.718","502655870542.593","570460602315.498","639191821861.219","712420535908.512","722681632326.748","715412575307.849","648950064538.457","650892681875.843","648072408307.485","684802663834.364","756031728233.356","855007735978.064","940492431885.482","1051484350109.48","1286906907413.11","1528472857024.39","1558769682090.32","1849371305001.89","2134130847308.99","2236937023970.7","2373513344425.43","2465135483059.17","2399407450727.02","2413236774403.23","2525476086554.05","2588118801700.62","2699626942022.78","2859221165508.53","3210079563119.69","3320975223149.66","3342707644966.3","3431663739786.84",
"Lesotho","LSO","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","30494227.8023089","31920967.2316131","36914205.2343179","39410684.2357263","42442383.0230468","43512262.595095","31385887.445645","27284309.0862764","28532688.5869246","27819388.8722445","29780928.0876288","21371695.5832985","34797099.0926534","60021701.5702657","59426294.0467448","54602249.0628905","45410291.3525728","72656443.1641108","80859625.2149063","99388496.5137532","96821402.2500302","105715099.7151","58115555.4900646","62872004.3084104","50687023.5216844","43060787.2390546","50496360.6636581","57409580.2965865","65863121.8913132","62543576.6585058","72533326.9431972","51591832.1524346","75433290.2994165","69605954.2032388","72564899.4958316","87972628.1573219","72749269.7150196","69892199.6318546","77275733.30169","80183792.9357046","69449516.616262","68524352.1390157","49613381.2907188","73485861.8574126","90432503.560592","95407895.2996292","87174249.2005891","82256022.2217018","86526086.9970463","95810577.5605717","108657668.242302","117207124.06507","121291171.456405","119879202.420926","96683539.9555648","89241073.5664297","104116845.781986","114497979.968329","108634769.455413","106716219.004325","109004481.106354","143672557.807162","140141473.031181","140616382.899867","147637653.905874",
"Late-demographic dividend","LTE","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","45707864409.8985","57341445027.968","58764134608.478","63540304040.2171","70511772936.1496","81515532366.9974","87549318515.8738","88982080187.684","90797310248.3835","92843758710.2944","99597848271.2214","104006974376.248","115349118676.127","143958157846.091","157731937219.358","167829136664.144","166868502627.363","176431913421.316","159526313008.645","200915585177.002","214283435549.55","223100580461.194","206662031097.446","231099831167.79","249415163169.053","255687457524.949","253250322398.398","252535870758.392","272373188552.761","278467981993.249","286016884047.857","271537775741.057","229926401774.217","221963493100.593","270407345160.109","310309091743.411","340711971290.245","338476491877.546","327931977336.188","304321549539.202","303571773754.723","312961703920.297","326125445009.815","357836554275.57","430189949082.108","455907808354.797","510990411114.713","631326018639.685","795556997349.916","789330403384.968","906801813242.963","1111224007852.9","1179953566935.93","1285693480487.83","1326175440576.74","1276831028937.86","1258708331604.56","1305459212252.84","1365161829640.76","1406122469398.36","1528614772394.31","1752002154134.09","1794735218102.98","1756325056876.12","1778991370385.8",
"Lithuania","LTU","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777235681.70299","917249028.916703","953367285.282693","861188605.955977","700303841.173932","643779887.78593","596486836.426413","680923264.769419","830688099.26678","944222553.402881","1129642990.42169","1166367172.79458","1379664750.95785","1569622420.60588","948338893.52238","1124319814.02271","1519720603.29732","1708406695.86166","1636537175.28461","1661822901.71036","1427645740.77969","1340953348.43814","1695048196.13412","1566460576.16627","1722039501.02745","2028034296.6179","2276467584.41857","2790167149.03308","2166607150.01572","2183899588.94844",
"Luxembourg","LUX","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194898741.105638","170272312.703583","139198240.866035","156627028.228495","156264142.787645","126715947.275294","119831648.269291","163340296.488628","137726695.867843","187748396.156371","134302033.083268","133775265.455294","187377239.433726","181110299.177344","127091179.498828","150885116.7","154928795.515565","172126992.737109","170772073.718432","199224634.617254","134399734.492969","133266707.173541","154142737.167059","166154394.756863","150104739.647059","147648264.415565","168334697.37209","195675391.840468","186027942.278435","161255206.995312",
"Latvia","LVA","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","451724187.107815","401793006.636039","322023953.544641","271352317.407363","273120345.904396","353104287.369641","367032684.12805","428012733.060482","461288894.354938","603557954.988942","630709396.39079","699518434.913469","1016176993.57133","1055217073.52726","844439810.953572","965929244.448241","1003971259.50845","957973955.646718","936391691.156485","1094943703.92745","936404470.403906","901731979.456812","1065356000.60118","1217222803.75451","1275467685.37255","1361627972.22413","1606266604.97284","1930387686.60312","1665960312.67062","1784198129.44844",
"Macao SAR, China","MAC","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","691237409.816046","604091698.629975","662188839.420689","733525804.813368","705860499.674933","788856415.090238","952681001.96457","1078508085.55034","1300000657.42682","1585439223.64739","1608148280.30293","1845309858.18607","1810431621.28782","2504397395.42671","2850889453.91464","3285817419.1939","1900640063.90972","2285055575.09171","2051477622.37772","1797219828.62337","1992481367.38547","3056542070.34325","2560569909.29183","3651031172.72295","3776604379.97825","4555717112.92737","5649793523.26697","4733963633.16936","4137182826.11033","6145098848.20167","5266219754.09836","7958985201.25803","5728966085.86124","6736011028.67681","5772495524.72207","4615184396.76266","5205504444.6263","5575482823.70021","7248946934.75287","7847308558.38459","7366463572.2833","9336873178.27596","8586320892.96175","11063019937.8736","12103238137.7915","12065592685.7973","13299834669.8806","12115740437.5875","14303484954.6202","12333790567.7586","13024627962.8706","11516520662.4008","13229470332.1235","14396604682.114","13978053204.5291","12940716008.1657","17011322487.7521","12857038814.4077","15979203498.1641","15578385134.3006",
"Monaco","MCO","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","513164441.00803","465892173.913043","501122294.372294","437727001.862197","291303662.036069","327381166.857014","331967622.09718","349344581.153761","363064708.160601","456947348.782882","490082125.460083","494158734.201007","439367806.03207","533486578.771222","462213901.071823","778495724.198883","957911088.636374","909945847.053492","1096905286.7951","1322964056.47627","999758853.998531","995998008.013319","1160718383.41838","1141762625.18411","1192553957.33193","1080049486.6739","1449501653.40665","1178626557.70514","1183963136.18776","1293414042.18534",
"Madagascar","MDG","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","204138240.167225","218587244.230372","225626411.265004","226077751.182931","243039300.059955","258066229.359424","299013598.422215","394728079.870129","585126642.189829","693028349.287909","647598910.874861","691280100.537796","760323815.115996","913607658.601002","","","","","","","","","","","","","","","","1341787266.10705","1648765378.96107","1440799960.89718","1463335416.70406","1423671956.74575","1429452156.91919","1623413709.3601","1827205488.73396","2041098073.51983","1591364582.30528","1802471564.47932","1930371322.67703","2392606478.08685","2901425610.03323","2929796557.71224","2902782421.06271","3355827368.09099","3242183922.05771","3291376768.25652","3236606293.94334","2914925340.42173","2977965956.40088","3234803140.13305","3298745521.05221","3237902368.77263","3222785119.6457","3232985847.72311","3301784104.95985","3555619846.99163","3912344617.98317",
"Maldives","MDV","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55880179.6875","68508609.375","89905015.625","103886960.9375","115192484.375","156190367.1875","127102828.125","145820960.9375","149416367.940628","149809366.647933","178373152.093064","196225415.291702","228510455.749001","248216419.033123","253878629.377885","276918896.613615","257332069.435254","281227759.476298","278706099.605938","312675157.807511","336478411.292177","212561526.930972",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","8090475024.92705","8057733829.40832","8894369190.01531","9830988146.20453","10106635967.3236","11276302912.454","12307819087.8558","13504974164.6346","13650382274.5862","16852133297.7574","19061407873.8327","22419054907.2266","24155663564.8168","28800211246.6137","32459513857.7248","39684648419.8438","46708006122.9674","54035796841.1529","56513827524.0869","62244295167.8584","68896789227.9129","81868271621.1531","72271551909.1499","71368245694.1807","75073026805.6708","80456953573.1802","66262714773.3375","67606440269.2708","59437221449.6237","66631697395.9852","72670119981.1868","77266662981.3929","75870474540.6441","82536336260.0809","81101441804.1562","89170765543.3978","89630006450.8985","86822576355.2625","92933340062.976","101136196386.547","108422741439.739","121856940350.953","139254825639.856","155036545309.439","171205764612.511","187213389137.937","207936837939.949","227115840810.277","236781480987.18","243774854317.408","245623132425.13","249649261386.526","251254919218.657","255733858366.984","253812805046.571","246965224052.271","283293022137.671","301110322492.32","304550736211.592","340275285502.522",
"Mexico","MEX","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","2871792000","2941032000","3119800000","3206344000","3393408000","4305224000","4705160000","4948200000","6374192000","8264560000","9802104000","9436782056.26864","8613843972.88796","10541476698.7306","12353672440.2543","12989826151.366","16777054864.3688","9919590617.35399","9268899778.50684","11831319863.1933","12768229896.6022","9160150905.64638","9467027238.03733","11764940906.8213","14286252885.9752","17418034351.8575","20344651358.4877","21785768707.0786","25416703336.7709","24159062930.2629","15702677576.2627","19792592830.4266","22083760226.1046","21783614611.2288","22031723365.4917","23443684867.6725","25676986562.8983","25214648613.8403","24553908283.9691","26107536554.0232","27028659671.063","30025943180.2689","33532175221.6652","35180654728.2379","29252205594.7859","34179810190.0537","36571697351.5544","38264920166.0387","40148878499.1409","41305511474.5589","37432395226.5569","36106314553.8875","39264180937.2533","41419707621.0764","43231438898.3636","41604382570.8819","49801416190.9133","57182079508.7282","68849287197.9434","69772937107.7339",
"Marshall Islands","MHL","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9476000","8401300","9026900","9244400","9076400","8511500","9005900","9593400","9826800","10120200","11052700","12911900","14474400","17053500","23922600","32200400","29557600","22389000","22820700","25684400","33833500","35814900","42409100","48132800","64636600","53246300","50490400","",
"Middle income","MIC","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","81363149595.3446","90913223595.5655","92133352202.7801","102656957170.721","114971582685.046","124200252700.197","122629559238.093","130058363842.578","134654399332.991","143061236228.072","149751629148.073","154789007785.404","167260953865.561","209898773825.997","245763486331.575","261733353545.366","255759133264.336","283418821442.708","296854372773.123","343808861749.546","370223592163.988","393433615404.723","377073010991.37","391556102624.684","408293680028.189","416629968811.215","425323184667.884","428440430124.705","461472880958.067","471229537291.422","509996460634.462","480276012858.273","481125372859.896","472956477928.231","540166613824.284","610343915683.551","685432822747.118","693387570540.481","685065043829.01","621109136746.697","619674618261.108","618367225967.569","651853956085.669","720016873334.37","816204183157.709","894000421110.247","998796726141.818","1222190682225.17","1451465612775.82","1478661363574.42","1764773078168.55","2046710253404.02","2150866203585.77","2288548880399.52","2373890330752.96","2311536746143.88","2334867412091.18","2442256425984.64","2501124095072.5","2609862987849.92","2771579536776.95","3121063811683.2","3220206103395.57","3230773608487.03","3313321407975.8",
"North Macedonia","MKD","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","336581272.084806","535510204.081633","352963268.513062","268873318.965517","376490853.6665","499461397.752449","495196019.616781","408214950.953433","409024547.56627","406363233.181191","380918467.197077","361508472.145644","408672649.633429","570742107.222421","656588625.610968","609349751.722086","616780945.657152","744648698.205047","1134001134.00113","974975949.860064","952062531.816447","981351806.121636","887278725.836679","1084742515.74652","1156402190.30758","978967653.589967","978975619.362221","890233097.470801","1074306407.48667","1025184176.80974","1059224581.70824","1000668724.70042","1014265756.2711","1044669594.94684","996695412.164403",
"Mali","MLI","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","170028624.037198","199021107.993695","192985412.087911","208051913.679981","225575614.15747","271507532.783301","290924386.851021","248124401.559175","477736059.751886","517743237.643192","579270502.326877","637479548.282061","877588175.277547","731855282.44794","655798244.673575","538843139.421331","480678986.043248","452408082.498506","514594905.300484","659492543.332441","771739951.560369","866436340.51745","832590519.84726","1003509289.27321","1069893487.79118","1047245343.65158","1100444370.51126","766862597.826442","1020564608.57196","1025397597.27072","969937825.690809","1009295561.99742","1223374307.14648","974383862.207732","1138086745.72108","1278509985.36604","1408405836.2418","1538693740.94376","1802938442.34387","1823104296.42497","2260697951.91487","2915151586.49952","3061224510.46907","3302977045.84133","4259028893.593","4553531855.47958","4487447831.7076","5009109829.31636","4756785106.77913","5190362565.16064","5748967871.29401","6619104230.56474","6607699657.62702","6683557220.9578","7368396707.72045","7375669409.74919","7999641691.4955","8892492861.38605",
"Malta","MLT","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","15794072.1614964","16940857.6354654","19732796.3007757","22491778.8525897","24408000.169278","27097391.0637462","30450368.5751792","34568005.3999325","33362184.7784677","36410222.6320643","43553169.9120587","44024951.9578228","46056597.9954877","49035376.4781562","47505263.4225423","46752992.4407757","58821248.2494489","70217910.7556236","72225502.1156394","72621398.4520227","80285902.6385609","82090757.4453617","83518331.0629271","74312376.8241259","76795002.7206047","83535382.7671491","85513246.2162175","83643008.9682657","93273376.0873145","88680055.4896075","74954806.6606899","88427619.5609144","93855438.8632799","104015285.922544","112723563.210517","114286424.911705","122437561.234462","138782817.209069","98143333.2112645","116136435.306032","115735063.481942","106484561.826468","104838771.844623","110101003.393342","119033701.416714","106735190.214979","121538020.479931","95683942.4947413","100499189.275048","77131815.9225144","119245327.844698","163691285.804512","148269209.708263","865014.488992691","50547143.0581563",
"Myanmar","MMR","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5097139231.15376","3696822781.70213","3695730007.73278","5298509776.72898","5089775611.60251","5596386630.02182","6369370541.57098","8743607493.18425","12832674137.1211","14064252113.3321","18257313468.8987","19490341344.9651","18335091691.9398","17799897376.8512","18237252065.0815","15957931844.5665","16222498481.2771","15459138206.1257","14980620413.6447","15645187874.2677","17712106103.0641","15116967096.2321","13903814096.3158","15168820380.9524","15433910709.7143",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","6494015108.12381","6781947276.57377","6439759430.12336","6575076633.79906","7055454169.36919","7745909058.8018","7712410331.5806","8519274394.49543","9426647436.61018","9678546178.88684","10827330931.8878","11836161155.8586","12971473020.7759","13039107942.938","16142358396.613","18259150931.9914","21492394958.2664","22741679082.2327","26879069199.3853","30311826739.3595","37103904940.2989","43724096060.5387","50252030044.2319","52223263925.1097","57235264346.3","63181969432.6682","75514953089.1806","65162790429.9087","63337971117.152","66404082334.9517","70895057839.5027","56161966871.8395","56826037932.4695","48218545897.4761","54710989688.1537","60315627824.6624","64645109691.7579","62514134557.8368","68764932258.514","67111542779.0603","74715749806.1344","74708928621.8885","71731732828.9313","77748197362.5829","85468443279.5546","91704281975.1141","104521860278.741","120985650057.36","135280288603.766","150554852201.315","165114926513.161","184091449537.804","203381470983.357","211136983709.758","216631767335.626","217093355185.387","219523997455.492","219342435063.574","223146124032.273","220562455977.512","212143318158.343","245223616726.493","260107825842.699","260174876094.843","293963359274.607",
"Montenegro","MNE","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111243598.210039","125395844.528032","140336197.94126","169319235.553545","192021355.848026","197675662.231066","223506460.920838","266081303.038598","338220301.743079","343901083.634343","318101732.844232","366869242.525897","304620871.652161","358809740.419287","372094568.024572","326859322.575491","326879716.101353","332866022.146257","370740446.37701","354350162.31949","360368101.655318","378735167.86002","376528526.178968","412088114.111451","416073702.328188",
"Mongolia","MNG","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","386775000","460361800","501954333.333333","361001850","358602275","540702933.333333","495910966.666667","532882100","554966666.666667","319428220","280999410.526316","336743464.788732","197551182.585218","254438736.431479","472575510.131294","517792542.710379","380696387.296042","364693838.165418","335175609.276345","311765687.651213","291245019.142341","264216126.197537","294165130.392311","399006529.933855","499595910.602091","602364743.214233","780424279.653601","1080508088.02779","818879110.234769","843510519.130817","1072974959.76884","1383923136.46341","1687773785.69519","1631166353.21679","1635988287.16204","1411963482.03447","1278648794.41506","1505993260.21699","1642025365.8847","1726115415.79753","2012180953.80625","2233817198.74587","2016374564.74562","1741792090.94922",
"Northern Mariana Islands","MNP","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
